k,n,el_str,total_coe,rep_coe,reference,order,composition,rep_linear,307,Unnamed: 9
29,5.0,4 16 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(3), \ {\nu_{5}}{\zeta_{8}}{\rho_{19}} = 0",1.0,{\nu_{5}}{\zeta_{8}}{\rho_{19}},0,,
29,5.0,4 2 12 34,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(3), \ {\nu_{5}}{\eta_{8}}{\mu_{9}}{\omega_{18}} = 0",1.0,{\nu_{5}}{\eta_{8}}{\mu_{9}}{\omega_{18}},0,,
29,11.0,122 2 12 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.3(1), \ {C_{1}}{\eta_{23}}{\mu_{24}}{\sigma_{33}} = 0",1.0,{C_{1}}{\eta_{23}}{\mu_{24}}{\sigma_{33}},0,,
29,5.0,4 9 51,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(1), \ {\nu_{5}}{\sigma_{8}}{\bar{\sigma}_{15}} \equiv {\phi_{5}}{\nu_{28}^{2}} \mod {\nu_{5}}{\bar{\kappa}_{8}}{\nu_{28}^{2}}-{\nu_{5}^{2}}{\bar{\kappa}_{11}}\nu_{31}",2.0,{\nu_{5}}{\sigma_{8}}{\bar{\sigma}_{15}},{\phi_{5}}{\nu_{28}^{2}},,
29,5.0,74 4 4,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(2), \ {E ^{2}\bar{\alpha}}{\nu_{28}^{2}} = 0",1.0,{E ^{2}\bar{\alpha}}{\nu_{28}^{2}},0,,
29,3.0,12 56,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(2), \ {\mu_{3}}{\bar{\kappa}_{12}} \equiv {\bar{\alpha}}{\nu_{26}^{2}} \mod {\eta_{3}}{\varepsilon_{4}}{\bar{\kappa}_{12}}",2.0,{\mu_{3}}{\bar{\kappa}_{12}},{\bar{\alpha}}{\nu_{26}^{2}},,
29,5.0,12 56,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(2), \ {\mu_{5}}{\bar{\kappa}_{14}} \equiv 0 \mod {\eta_{5}}{\varepsilon_{6}}{\bar{\kappa}_{14}}",1.0,{\mu_{5}}{\bar{\kappa}_{14}},0,,
29,3.0,25 23,1.0,1 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\bar{\varepsilon}_{3}}{\kappa_{18}} = {\bar{\alpha}}{\nu_{26}^{2}} + {\eta_{3}}{\varepsilon_{4}}{\bar{\kappa}_{12}}",2.0,{\bar{\varepsilon}_{3}}{\kappa_{18}},{\bar{\alpha}}{\nu_{26}^{2}} + {\eta_{3}}{\varepsilon_{4}}{\bar{\kappa}_{12}},,
29,5.0,25 23,1.0,0 0 0 0 0 1 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\bar{\varepsilon}_{5}}{\kappa_{20}} = {\eta_{5}}{\varepsilon_{6}}{\bar{\kappa}_{14}}",2.0,{\bar{\varepsilon}_{5}}{\kappa_{20}},{\eta_{5}}{\varepsilon_{6}}{\bar{\kappa}_{14}},,
29,7.0,23 23 2,1.0,0 1 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\kappa_{7}^{2}}{\eta_{35}} = {\sigma'}{\varepsilon_{14}}{\kappa_{22}} + {\eta_{7}}{\varepsilon_{8}}{\bar{\kappa}_{16}}",2.0,{\kappa_{7}^{2}}{\eta_{35}},{\sigma'}{\varepsilon_{14}}{\kappa_{22}} + {\eta_{7}}{\varepsilon_{8}}{\bar{\kappa}_{16}},,
29,6.0,2 23 23,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\eta_{6}}{\kappa_{7}^{2}} = \bar{\varepsilon}_{6}\kappa_{21}(= {\eta_{6}}{\varepsilon_{7}}{\bar{\kappa}_{15}})",2.0,{\eta_{6}}{\kappa_{7}^{2}},{\eta_{6}}{\varepsilon_{7}}{\bar{\kappa}_{15}},,
29,7.0,2 56 10,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\eta_{7}}{\bar{\kappa}_{8}}{\varepsilon_{28}} = {\eta_{7}}{\varepsilon_{8}}{\bar{\kappa}_{16}}",2.0,{\eta_{7}}{\bar{\kappa}_{8}}{\varepsilon_{28}},{\eta_{7}}{\varepsilon_{8}}{\bar{\kappa}_{16}},,
29,7.0,25 23,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\bar{\varepsilon}_{7}}{\kappa_{22}} = {\eta_{7}}{\varepsilon_{8}}{\bar{\kappa}_{16}}",2.0,{\bar{\varepsilon}_{7}}{\kappa_{22}},{\eta_{7}}{\varepsilon_{8}}{\bar{\kappa}_{16}},,
29,7.0,56 2 10,1.0,0 1 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\bar{\kappa}_{7}}{\eta_{27}}{\varepsilon_{28}} = {\sigma'}{\varepsilon_{14}}{\kappa_{22}} + {\eta_{7}}{\varepsilon_{8}}{\bar{\kappa}_{16}}",2.0,{\bar{\kappa}_{7}}{\eta_{27}}{\varepsilon_{28}},{\sigma'}{\varepsilon_{14}}{\kappa_{22}} + {\eta_{7}}{\varepsilon_{8}}{\bar{\kappa}_{16}},,
29,6.0,2 56 2 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\eta_{6}}{\bar{\kappa}_{7}}{\eta_{27}}{\sigma_{28}} = 0",1.0,{\eta_{6}}{\bar{\kappa}_{7}}{\eta_{27}}{\sigma_{28}},0,,
29,6.0,2 56 10,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\eta_{6}}{\bar{\kappa}_{7}}{\varepsilon_{27}} = {\eta_{6}}{\varepsilon_{7}}{\bar{\kappa}_{15}}",2.0,{\eta_{6}}{\bar{\kappa}_{7}}{\varepsilon_{27}},{\eta_{6}}{\varepsilon_{7}}{\bar{\kappa}_{15}},,
29,7.0,23 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(4), \ {\kappa_{7}}{\rho_{21}} \equiv 0 \mod 8\pi_{36}^7",1.0,{\kappa_{7}}{\rho_{21}},0,,
29,7.0,8 9 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(4), \ {\sigma'}{\sigma_{14}}{\rho_{21}} = 0",1.0,{\sigma'}{\sigma_{14}}{\rho_{21}},0,,
29,7.0,28 23,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(4), \ {\rho''}{\kappa_{22}} \equiv 0 \mod \nu_7\sigma_{10}\bar{\sigma}_{17},{\sigma'}{\varepsilon_{14}}{\kappa_{22}}",1.0,{\rho''}{\kappa_{22}},0,,
29,8.0,8 71,1.0,0 0 0 0 -2 0 0 0 0 0 0 0,"[O3] Prop2.4(4), \ {E\sigma'}{\sigma^{*}{'}} = -2{E\delta''}",4.0,{E\sigma'}{\sigma^{*}{'}},2{E\delta''},,
29,11.0,122 2 34,1.0,0 8 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(5), \ {C_{1}}{\eta_{23}}{\omega_{24}} = 8{\sigma_{11}}{\sigma^{*}_{18}}",2.0,{C_{1}}{\eta_{23}}{\omega_{24}},8{\sigma_{11}}{\sigma^{*}_{18}},,
29,11.0,29 9 9,1.0,0 8 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(5), \ {E ^{2}\rho'}{\sigma_{26}^{2}} = 8{\sigma_{11}}{\sigma^{*}_{18}}",2.0,{E ^{2}\rho'}{\sigma_{26}^{2}},8{\sigma_{11}}{\sigma^{*}_{18}},,
29,12.0,122 2 34,1.0,0 0 0 8 0 0 0 0 0 0 0 0,"[O3] Prop2.4(5), \ {EC_{1}}{\eta_{24}}{\omega_{25}} =4\Delta(\nu^{*}_{25}) (= 8{\sigma_{12}}{\sigma^{*}_{19}})",2.0,{EC_{1}}{\eta_{24}}{\omega_{25}},8{\sigma_{12}}{\sigma^{*}_{19}},,
29,20.0,141 2 2 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(7), \ {A_{2}}{\eta_{40}^{2}}{\sigma_{42}} = 0",1.0,{A_{2}}{\eta_{40}^{2}}{\sigma_{42}},0,,
29,7.0,157,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] (7.7), \ {E\widetilde{\varepsilon}'} \equiv {\sigma'}{\omega_{14}}{\nu_{30}^{2}} \mod E^2\pi_{34}^5",2.0,{E\widetilde{\varepsilon}'},{\sigma'}{\omega_{14}}{\nu_{30}^{2}},,
29,22.0,163,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] (7.28), \ {E ^{6}P_{1}} = 0",1.0,{E ^{6}P_{1}},0,,
30,,,,,,,,,,
30,5.0,4 56 9,2.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(5), \ 2({\nu_{5}}{\bar{\kappa}_{8}}{\sigma_{28}}) = 0",1.0,2({\nu_{5}}{\bar{\kappa}_{8}}{\sigma_{28}}),0,,
30,3.0,2 12 56,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(2), \ {\eta_{3}}{\mu_{4}}{\bar{\kappa}_{13}} \equiv 0 \mod 2{\varepsilon'}{\bar{\kappa}_{13}}",1.0,{\eta_{3}}{\mu_{4}}{\bar{\kappa}_{13}},0,,
30,5.0,211 30,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(1), \ {\alpha'_{1}}{\rho_{20}} \equiv {\nu_{5}}{\zeta_{3,8} } \mod 2\pi_{35}^5",2.0,{\alpha'_{1}}{\rho_{20}},"{\nu_{5}}{\zeta_{3,8} }",,
30,5.0,214 9,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(1), \ {\alpha'_{2}}{\sigma_{28}} = {\alpha'_{1}}{\rho_{20}} (\equiv {\nu_{5}}{\zeta_{3,8} } \mod 2\pi_{35}^5)",2.0,{\alpha'_{2}}{\sigma_{28}},"{\nu_{5}}{\zeta_{3,8} }",,
30,5.0,16 50,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(1), \ {\zeta_{5}}{\bar{\zeta}_{16}} = {\nu_{5}}{\zeta_{3,8} }",2.0,{\zeta_{5}}{\bar{\zeta}_{16}},"{\nu_{5}}{\zeta_{3,8} }",,
30,5.0,50 16,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(1), \ {\bar{\zeta}_{5}}{\zeta_{24}} = {\nu_{5}}{\zeta_{3,8} }",2.0,{\bar{\zeta}_{5}}{\zeta_{24}},"{\nu_{5}}{\zeta_{3,8} }",,
30,5.0,132 4,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(1), \ {\zeta_{3,5} }{\nu_{32}} = {\nu_{5}}{\zeta_{3,8} }",2.0,"{\zeta_{3,5} }{\nu_{32}}","{\nu_{5}}{\zeta_{3,8} }",,
30,5.0,6 81,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(1), \ {\sigma'''}{\bar{\rho}_{12}} = {\nu_{5}}{\zeta_{3,8} }",2.0,{\sigma'''}{\bar{\rho}_{12}},"{\nu_{5}}{\zeta_{3,8} }",,
30,9.0,208 30,2.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ 2({\alpha_{1}^{IV}}{\rho_{24}}) =\pm2\bar{\rho}_9\sigma_{32} \equiv 2x{\sigma_{9}}{\bar{\rho}_{16}} \mod 4{\sigma_{9}}{\nu_{16}}{\bar{\kappa}_{19}}, \ (x:odd)",8.0,2({\alpha_{1}^{IV}}{\rho_{24}}),2{\sigma_{9}}{\bar{\rho}_{16}},,
30,9.0,81 9,2.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ 2({\bar{\rho}_{9}}{\sigma_{32}}) \equiv 2x{\sigma_{9}}{\bar{\rho}_{16}} \mod 4{\sigma_{9}}{\nu_{16}}{\bar{\kappa}_{19}}, \ (x:odd)",8.0,2({\bar{\rho}_{9}}{\sigma_{32}}),2{\sigma_{9}}{\bar{\rho}_{16}},,
30,11.0,208 30,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ {E ^{2}\alpha_{1}^{IV}}{\rho_{26}} \equiv {\sigma_{11}}{\bar{\rho}_{18}} \mod 8{\sigma_{11}}{\bar{\rho}_{18}},{\sigma_{11}}{\psi_{18}},{\sigma_{11}}{\phi_{18}}",16.0,{E ^{2}\alpha_{1}^{IV}}{\rho_{26}},{\sigma_{11}}{\bar{\rho}_{18}},,
30,13.0,9 81,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ {\sigma_{13}}{\bar{\rho}_{20}} \equiv 2x{\rho_{13}^{2}} \mod {\sigma_{13}}{\psi_{20}},{\sigma_{13}}{\phi_{20}}, \ (x:odd)",16.0,{\sigma_{13}}{\bar{\rho}_{20}},2{\rho_{13}^{2}},,
30,10.0,81 9,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ {\bar{\rho}_{10}}{\sigma_{33}} \equiv x{\sigma_{10}}{\bar{\rho}_{17}} \mod 2{\sigma_{10}}{\bar{\rho}_{17}},2{\sigma_{10}}{\nu_{17}}{\bar{\kappa}_{20}},\sigma_{10}\omega_{17}\sigma_{33},\sigma_{10}EB_1\sigma_{33}, \ (x:odd)",16.0,{\bar{\rho}_{10}}{\sigma_{33}},{\sigma_{10}}{\bar{\rho}_{17}},,
30,16.0,30 30,16.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ 16({\rho_{16}^{2}}) = 0",1.0,16({\rho_{16}^{2}}),0,,
30,18.0,30 30,8.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ 8({\rho_{18}^{2}}) = 0",1.0,8({\rho_{18}^{2}}),0,,
30,22.0,30 30,4.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ 4({\rho_{22}^{2}}) = 0",1.0,4({\rho_{22}^{2}}),0,,
30,26.0,30 30,2.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ 2({\rho_{26}^{2}}) = 0",1.0,2({\rho_{26}^{2}}),0,,
30,16.0,9 81,8.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ 8({\sigma_{16}}{\bar{\rho}_{23}}) = 0",1.0,8({\sigma_{16}}{\bar{\rho}_{23}}),0,,
30,18.0,9 81,4.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(2), \ 4({\sigma_{18}}{\bar{\rho}_{25}}) = 0",1.0,4({\sigma_{18}}{\bar{\rho}_{25}}),0,,
30,9.0,208 2 23,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(3), \ {\alpha_{1}^{IV}}{\eta_{24}}{\kappa_{25}} \equiv 0 \mod 4{\sigma_{9}}{\nu_{16}}{\bar{\kappa}_{19}}",1.0,{\alpha_{1}^{IV}}{\eta_{24}}{\kappa_{25}},0,,
30,5.0,4 56 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(3), \ {\nu_{5}}{\bar{\kappa}_{8}}{\sigma_{28}} \equiv 0 \mod 4{\nu_{5}}{\sigma_{8}}{\bar{\kappa}_{15}},{\nu_{5}}{\bar{\nu}_{8}}{\bar{\sigma}_{16}}",1.0,{\nu_{5}}{\bar{\kappa}_{8}}{\sigma_{28}},0,,
30,3.0,3 132,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(4), \ {\nu'}{\zeta_{3,6} } = 0",1.0,"{\nu'}{\zeta_{3,6} }",0,,
30,9.0,9 2 72,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.5(5), \ {\sigma_{9}}{\eta_{16}}{\sigma^{*}_{17}} \equiv {\sigma_{9}}{\psi_{16}} \mod 4{\sigma_{9}}{\nu_{16}}{\bar{\kappa}_{19}},{\sigma_{9}}{\phi_{16}}",2.0,{\sigma_{9}}{\eta_{16}}{\sigma^{*}_{17}},{\sigma_{9}}{\psi_{16}},,
30,9.0,2 9 72,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.5(5), \ {\eta_{9}}{\sigma_{10}}{\sigma^{*}_{17}} = {\phi_{9}}{\sigma_{32}}",2.0,{\eta_{9}}{\sigma_{10}}{\sigma^{*}_{17}},{\phi_{9}}{\sigma_{32}},,
30,9.0,11 4 51,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(6), \ {\bar{\nu}_{9}}{\nu_{17}}{\bar{\sigma}_{20}} = 0",1.0,{\bar{\nu}_{9}}{\nu_{17}}{\bar{\sigma}_{20}},0,,
30,10.0,9 76,1.0,0 2 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(6), \ {\sigma_{10}}{\phi_{17}} = 2{\psi_{10}}{\sigma_{33}}",2.0,{\sigma_{10}}{\phi_{17}},2{\psi_{10}}{\sigma_{33}},,
30,11.0,9 76,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(6), \ {\sigma_{11}}{\phi_{18}} = 0",1.0,{\sigma_{11}}{\phi_{18}},0,,
30,11.0,76 9,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.5(6), \ {\phi_{11}}{\sigma_{34}} = {\sigma_{11}}{\psi_{18}}",2.0,{\phi_{11}}{\sigma_{34}},{\sigma_{11}}{\psi_{18}},,
30,11.0,9 34 9,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.5(6), \ {\sigma_{11}}{\omega_{18}}{\sigma_{34}} = {\sigma_{11}}{\psi_{18}}",2.0,{\sigma_{11}}{\omega_{18}}{\sigma_{34}},{\sigma_{11}}{\psi_{18}},,
30,13.0,9 82,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(6), \ {\sigma_{13}}{\psi_{20}} = 0",1.0,{\sigma_{13}}{\psi_{20}},0,,
30,16.0,72 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(8), \ {\sigma^{*}_{16}}{\varepsilon_{38}} = 0",1.0,{\sigma^{*}_{16}}{\varepsilon_{38}},0,,
30,16.0,72 11,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.5(8), \ {\sigma^{*}_{16}}{\bar{\nu}_{38}} = 0",1.0,{\sigma^{*}_{16}}{\bar{\nu}_{38}},0,,
30,13.0,168,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O3] (8.22), \ {E\theta^{VII}} \equiv {\rho_{13}^{2}} \mod 2{E\theta^{VII}}",32.0,{E\theta^{VII}},{\rho_{13}^{2}},,
30,14.0,30 30,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O3] (8.22), \ {\rho_{14}^{2}} \equiv 2{\theta^{VI}} \mod 4{\theta^{VI}}",32.0,{\rho_{14}^{2}},2{\theta^{VI}},,
30,15.0,30 30,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O3] (8.22), \ {\rho_{15}^{2}} \equiv 4{\theta^{V}} \mod 8{\theta^{V}}",16.0,{\rho_{15}^{2}},4{\theta^{V}},,
30,17.0,30 30,1.0,8 0 0 0 0 0 0 0 0 0 0 0,"[O3] (8.22), \ {\rho_{17}^{2}} \equiv 8{E\theta^{IV}} \mod 16{E\theta^{IV}}",8.0,{\rho_{17}^{2}},8{E\theta^{IV}},,
30,21.0,141 2 12,1.0,32 0 0 0 0 0 0 0 0 0 0 0,"[O3] (8.27), \ {EA_{2}}{\eta_{41}}{\mu_{42}} = 32{E\theta'''}",2.0,{EA_{2}}{\eta_{41}}{\mu_{42}},32{E\theta'''},,
30,31.0,173,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O3] (8.31), \ {E ^{9}\theta''} = 2{\theta'_{31}}",2.0,{E ^{9}\theta''},2{\theta'_{31}},,
31,,,,,,,,,,
31,16.0,113 30,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.1(1), \ {B_{1}}{\rho_{32}} = {B_{1}^{(1)}}{\sigma_{40}}",2.0,{B_{1}}{\rho_{32}},{B_{1}^{(1)}}{\sigma_{40}},,
31,15.0,112 30,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.1(1), \ {D_{1}}{\rho_{31}} = {D_{1}^{(1)}}{\sigma_{39}}",2.0,{D_{1}}{\rho_{31}},{D_{1}^{(1)}}{\sigma_{39}},,
31,3.0,38 9 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(1), \ {\bar{\mu}_{3}}{\sigma_{20}^{2}} = 0",1.0,{\bar{\mu}_{3}}{\sigma_{20}^{2}},0,,
31,3.0,12 9 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(1), \ {\mu_{3}}{\sigma_{12}}{\rho_{19}} = 0",1.0,{\mu_{3}}{\sigma_{12}}{\rho_{19}},0,,
31,3.0,10 82,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(1), \ {\varepsilon_{3}}{\psi_{11}} = {\delta_{3}}{\sigma_{27}}",2.0,{\varepsilon_{3}}{\psi_{11}},{\delta_{3}}{\sigma_{27}},,
31,3.0,10 76,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(1), \ {\varepsilon_{3}}{\phi_{11}} = 0",1.0,{\varepsilon_{3}}{\phi_{11}},0,,
31,3.0,10 81,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(1), \ {\varepsilon_{3}}{\bar{\rho}_{11}} = 0",1.0,{\varepsilon_{3}}{\bar{\rho}_{11}},0,,
31,6.0,11 76,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(2), \ {\bar{\nu}_{6}}{\phi_{14}} = 0",1.0,{\bar{\nu}_{6}}{\phi_{14}},0,,
31,6.0,32 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(2), \ {\zeta'}{\rho_{22}} \equiv 0 \mod 8\pi_{37}^6",1.0,{\zeta'}{\rho_{22}},0,,
31,6.0,89 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(2), \ {\bar{\zeta}{'}_{6}}{\sigma_{30}} \equiv 0 \mod 8\pi_{37}^6",1.0,{\bar{\zeta}{'}_{6}}{\sigma_{30}},0,,
31,6.0,11 81,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(2), \ {\bar{\nu}_{6}}{\bar{\rho}_{14}} \equiv 0 \mod 8\pi_{37}^6",1.0,{\bar{\nu}_{6}}{\bar{\rho}_{14}},0,,
31,5.0,214 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(3), \ {\alpha'_{2}}{\varepsilon_{28}} = 0",1.0,{\alpha'_{2}}{\varepsilon_{28}},0,,
31,5.0,214 11,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(3), \ {\alpha'_{2}}{\bar{\nu}_{28}} = 0",1.0,{\alpha'_{2}}{\bar{\nu}_{28}},0,,
31,3.0,12 10 23,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(3), \ {\mu_{3}}{\varepsilon_{12}}{\kappa_{20}} = 0",1.0,{\mu_{3}}{\varepsilon_{12}}{\kappa_{20}},0,,
31,9.0,9 40 9,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(4), \ {\sigma_{9}}{\varepsilon^{*}_{16}}{\sigma_{33}} \equiv {\sigma_{9}}{\bar{\sigma}{'}_{16}} \mod {\sigma_{9}}{\delta_{16}},\sigma_9^2\bar{\mu}_{23}",2.0,{\sigma_{9}}{\varepsilon^{*}_{16}}{\sigma_{33}},{\sigma_{9}}{\bar{\sigma}{'}_{16}},,
31,7.0,11 34 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(5), \ {\bar{\nu}_{7}}{\omega_{15}}{\sigma_{31}} = 0",1.0,{\bar{\nu}_{7}}{\omega_{15}}{\sigma_{31}},0,,
31,6.0,10 34 9,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.6(5), \ {\varepsilon_{6}}{\omega_{14}}{\sigma_{30}} = {\delta_{6}}{\sigma_{30}}",2.0,{\varepsilon_{6}}{\omega_{14}}{\sigma_{30}},{\delta_{6}}{\sigma_{30}},,
31,6.0,2 76 9,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.6(5), \ {\eta_{6}}{\phi_{7}}{\sigma_{30}} = {\delta_{6}}{\sigma_{30}}",2.0,{\eta_{6}}{\phi_{7}}{\sigma_{30}},{\delta_{6}}{\sigma_{30}},,
31,7.0,90 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(5), \ {\bar{\sigma}{'}_{7}}{\sigma_{31}} = 0",1.0,{\bar{\sigma}{'}_{7}}{\sigma_{31}},0,,
31,7.0,11 82,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(5), \ {\bar{\nu}_{7}}{\psi_{15}} = 0",1.0,{\bar{\nu}_{7}}{\psi_{15}},0,,
31,11.0,88 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(5), \ {\delta_{11}}{\sigma_{35}} = 0",1.0,{\delta_{11}}{\sigma_{35}},0,,
31,9.0,2 9 81,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(6), \ {\eta_{9}}{\sigma_{10}}{\bar{\rho}_{17}} \equiv 0 \mod 8E^3\pi_{37}^6",1.0,{\eta_{9}}{\sigma_{10}}{\bar{\rho}_{17}},0,,
31,9.0,2 9 76,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(6), \ {\eta_{9}}{\sigma_{10}}{\phi_{17}} = 0",1.0,{\eta_{9}}{\sigma_{10}}{\phi_{17}},0,,
31,10.0,9 9 38,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(6), \ {\sigma_{10}^{2}}{\bar{\mu}_{24}} = 0",1.0,{\sigma_{10}^{2}}{\bar{\mu}_{24}},0,,
31,10.0,9 88,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(6), \ {\sigma_{10}}{\delta_{17}} = 0",1.0,{\sigma_{10}}{\delta_{17}},0,,
31,10.0,9 38 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(6), \ {\sigma_{10}}{\bar{\mu}_{17}}{\sigma_{34}} = 0",1.0,{\sigma_{10}}{\bar{\mu}_{17}}{\sigma_{34}},0,,
31,9.0,9 95,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(7), \ {\sigma_{9}}{E ^{2}\zeta^{*}} = 0",1.0,{\sigma_{9}}{E ^{2}\zeta^{*}},0,,
31,9.0,9 182,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(7), \ {\sigma_{9}}{ED_{1}^{(1)}} = 0",1.0,{\sigma_{9}}{ED_{1}^{(1)}},0,,
